АВС/ DEF;От;До;Емкость;Оператор;Регион
914;6500000;7399999;900000;ПАО "Мобильные ТелеСистемы";Приморский край
914;7400000;7699999;300000;ПАО "Мобильные ТелеСистемы";Сахалинская обл.
914;7700000;7799999;100000;ПАО "Мобильные ТелеСистемы";Хабаровский край
914;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Камчатский край
914;7900000;7999999;100000;ПАО "Мобильные ТелеСистемы";Приморский край
914;8000000;8099999;100000;ПАО "Мобильные ТелеСистемы";Забайкальский край
914;8100000;8199999;100000;ПАО "Мобильные ТелеСистемы";Еврейская автономная обл.
914;8200000;8299999;100000;ПАО "Мобильные ТелеСистемы";Республика Саха /Якутия/
914;8300000;8499999;200000;ПАО "Мобильные ТелеСистемы";Республика Бурятия
914;8500000;8699999;200000;ПАО "Мобильные ТелеСистемы";Магаданская обл.
914;8700000;9599999;900000;ПАО "Мобильные ТелеСистемы";Иркутская обл.
914;9600000;9799999;200000;ПАО "Мобильные ТелеСистемы";Приморский край
914;9800000;9899999;100000;ПАО "Мобильные ТелеСистемы";Республика Бурятия
914;9900000;9999999;100000;ПАО "Мобильные ТелеСистемы";Камчатский край
915;0000000;4999999;5000000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область
915;5000000;5099999;100000;ПАО "Мобильные ТелеСистемы";Орловская обл.
915;5100000;5199999;100000;ПАО "Мобильные ТелеСистемы";Курская обл.
915;5200000;5299999;100000;ПАО "Мобильные ТелеСистемы";Белгородская обл.
915;5300000;5399999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.
915;5400000;5499999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.
915;5500000;5599999;100000;ПАО "Мобильные ТелеСистемы";Липецкая обл.
915;5600000;5799999;200000;ПАО "Мобильные ТелеСистемы";Белгородская обл.
915;5800000;5899999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.
915;5900000;6299999;400000;ПАО "Мобильные ТелеСистемы";Рязанская обл.
915;6300000;6599999;300000;ПАО "Мобильные ТелеСистемы";Смоленская обл.
915;6600000;6799999;200000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.
915;6800000;6999999;200000;ПАО "Мобильные ТелеСистемы";Тульская обл.
915;7000000;7499999;500000;ПАО "Мобильные ТелеСистемы";Тверская обл.
915;7500000;7799999;300000;ПАО "Мобильные ТелеСистемы";Владимирская обл.
915;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Тульская обл.
915;7900000;7999999;100000;ПАО "Мобильные ТелеСистемы";Владимирская обл.
915;8000000;8099999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.
915;8100000;8499999;400000;ПАО "Мобильные ТелеСистемы";Ивановская обл.
915;8500000;8599999;100000;ПАО "Мобильные ТелеСистемы";Липецкая обл.
915;8600000;8899999;300000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.
915;8900000;8999999;100000;ПАО "Мобильные ТелеСистемы";Калужская обл.
915;9000000;9299999;300000;ПАО "Мобильные ТелеСистемы";Костромская обл.
915;9300000;9599999;300000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.
915;9600000;9999999;400000;ПАО "Мобильные ТелеСистемы";Ярославская обл.
916;0000000;9999999;10000000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область
917;0000000;0029999;30000;ПАО "Мобильные ТелеСистемы";Астраханская обл.
917;0030000;0099999;70000;ПАО "Мобильные ТелеСистемы";Республика Мордовия
917;0100000;0199999;100000;ПАО "Мобильные ТелеСистемы";Самарская обл.
917;0200000;0299999;100000;ПАО "Мобильные ТелеСистемы";Саратовская обл.
917;0300000;0399999;100000;ПАО "Мобильные ТелеСистемы";Самарская обл.
917;0400000;0499999;100000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан
917;0500000;0639999;140000;ПАО "Мобильные ТелеСистемы";Ульяновская обл.
917;0640000;0679999;40000;ПАО "Мобильные ТелеСистемы";Чувашская Республика
917;0680000;0699999;20000;ПАО "Мобильные ТелеСистемы";Республика Мордовия
917;0700000;0719999;20000;ПАО "Мобильные ТелеСистемы";Республика Марий Эл
917;0720000;0769999;50000;ПАО "Мобильные ТелеСистемы";Республика Мордовия
917;0770000;0799999;30000;ПАО "Мобильные ТелеСистемы";Чувашская Республика
917;0800000;0999999;200000;ПАО "Мобильные ТелеСистемы";Астраханская обл.
917;1000000;1699999;700000;ПАО "Мобильные ТелеСистемы";Самарская обл.
917;1700000;1999999;300000;ПАО "Мобильные ТелеСистемы";Астраханская обл.
917;2000000;2199999;200000;ПАО "Мобильные ТелеСистемы";Саратовская обл.
917;2200000;2999999;800000;ПАО "Мобильные ТелеСистемы";Республика Татарстан
917;3000000;3299999;300000;ПАО "Мобильные ТелеСистемы";Саратовская обл.
917;3300000;3399999;100000;ПАО "Мобильные ТелеСистемы";Волгоградская обл.
917;3400000;3899999;500000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан
917;3900000;3999999;100000;ПАО "Мобильные ТелеСистемы";Республика Татарстан
917;4000000;4999999;1000000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан
917;5000000;5999999;1000000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область
917;6000000;6399999;400000;ПАО "Мобильные ТелеСистемы";Ульяновская обл.
917;6400000;6499999;100000;ПАО "Мобильные ТелеСистемы";Волгоградская обл.
917;6500000;6799999;300000;ПАО "Мобильные ТелеСистемы";Чувашская Республика
917;6800000;6899999;100000;ПАО "Мобильные ТелеСистемы";Республика Калмыкия
917;6900000;6999999;100000;ПАО "Мобильные ТелеСистемы";Республика Мордовия
